ID,start,end,code,coordenadaX,coordenadaY,resultado_rucks,Velocidad de salida de la pelota,numero_de_jugadores_utilizados,jugador,Periodo,lado_de_cancha,zona_de_la_cancha,resultado,type,origine,fin,Kicker,cote_terrain_fin_action,zona_de_la_cancha_fin_de_accion,tipo_de_pase,resultado_pase,metros_recorridos,tipo_de_juego_con_el_pie,disputas,coordenadaXA,coordenadaYA,altura_de_tackles,Eficiencia,Post tackle accion,tipo_de_defensa,resultado_contactos,numero_de_defensores_abatidos,tipo_de_recuperacion,lado_de_cancha2,zona_de_la_cancha2,orden_de_llegada,Eficiencia linea,tipo_de_perdida_pelota,duel_aerien,tipos_de_faltas,origen_del_falta,tipo_de_puntos,resultado_2,tiempo,numero_de_jugadores_en_el_line,tipo_de_lanzamiento,Lanzador,saltador,resultado_saltador,resultado_lanzador,lado_de_cancha2_fin_de_action,origen_del_try,first_half_chrono,second_half_chrono,jugadores_participantes_scrums_1,jugadores_participantes_scrums_2,jugadores_participantes_scrums_3,jugadores_participantes_scrums_4,jugadores_participantes_scrums_5,tipo_de_lanzamiento_scrum,jugadores_participantes_scrums_1_opp,jugadores_participantes_scrums_2_opp,jugadores_participantes_scrums_3_opp,jugadores_participantes_scrums_4_opp,jugadores_participantes_scrums_5_opp,plaquage_dangereux,tipo_de_juego_con_manos,arret_de_volee,50_22,player_out,player_in,tiempo2,Tarjetas,player_out_yellow,player_in_yellow,scrum_reset
1556,5271.913555777777,5278.913555777777,Lions Britanniques et Irlandais - Suplentes,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alex MITCHELL,Tomos Geraint WILLIAMS,49,,,,
1557,5282.856801777778,5298.730395777777,Lions Britanniques et Irlandais - Contactos,53,68,Neutro,+ 6 sec,4,,3ro cuarto,20m - 0,50m - 22m adv,,,,,,,,,,2m,,,,,,,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,5282.856801777778,5349.312449777777,Lions Britanniques et Irlandais - Contactos,53,68,,,,Tomos Geraint WILLIAMS,3ro cuarto,20m - 0,50m - 22m adv,,,,,,,,,,2m,,,,,,,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,5283.730395777777,5344.393703777778,Lions Britanniques et Irlandais - Rucks,49,67,Neutro,+ 6 sec,4,Tomos Geraint WILLIAMS,3ro cuarto,Centro,50m - 22m adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,5283.932151777777,5293.932151777777,Lions Britanniques et Irlandais - Pases,,,,,,Tom CURRY,3ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,5283.932151777777,5293.932151777777,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,5284.992825777777,5289.992825777777,Lions Britanniques et Irlandais - Suplentes,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jac MORGAN,Henry POLLOCK,49,,,,
1563,5285.760157777777,5305.760157777777,Lions Britanniques et Irlandais - Lineouts,71,73,,,,,3ro cuarto,Hors terrain droite,50m - 22m adv,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Delivery de arriba,Luke COWAN-DICKIE,Tom CURRY,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,5285.760157777777,5346.614816777777,Lions Britanniques et Irlandais - Lanzamiento lineouts,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,5287.579486777777,5297.579486777777,Argentine - Tackles,24,36,,,,Juan Martin GONZALEZ SAMSO,3ro cuarto,Centro,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles altos,Avance,Defensor en el suelo y de pie,De punta,,,,,,,Linea de ventaja ganada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,5287.579486777777,5304.484393777777,Argentine - Tackles,24,36,,,,,3ro cuarto,Centro,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles altos,Avance,Defensor en el suelo y de pie,De punta,,,,,,,Linea de ventaja ganada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,5288.750157777777,5337.945761777777,Lions Britanniques et Irlandais - 50m - 22m adv,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,5288.750157777777,5346.63238954547,Lions Britanniques et Irlandais - Posesion,,,,,,,3ro cuarto,,22m adv,,,Lions Britanniques et Irlandais - Lineouts,Lions Britanniques et Irlandais - Pelota perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,5288.760157777777,5346.614816777777,Secuencia de juego,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,5289.241967777778,5302.241967777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,3ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,5289.241967777778,5349.118718777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,Henry POLLOCK,3ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,5289.471684777778,5300.569265777778,Argentine - Disputas,22,34,,,,Juan Martin GONZALEZ SAMSO,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,5290.110921777778,5303.110921777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,3ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,5290.569265777778,5300.569265777778,Argentine - Disputas,,,,,,,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,5294.484393777777,5304.484393777777,Argentine - Contraruck,22,34,,,,Francisco CORIA MARCHETTI,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,5294.484393777777,5304.484393777777,Argentine - Contraruck,,,,,,,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,5294.484393777777,5304.484393777777,Argentine - Contraruck,,,,,,,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,5294.940865777777,5312.434054777777,Lions Britanniques et Irlandais - Contactos,35,65,Positivo,0 - 3 sec,3,,3ro cuarto,Centro,50m - 22m adv,,,,,,,,,,4m,,,,,,,,,Positivo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,5296.313805777778,5306.313805777778,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,5296.313805777778,5346.239759777778,Lions Britanniques et Irlandais - Pases,,,,,,Fin SMITH,3ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,5296.946942777777,5311.946942777777,Lions Britanniques et Irlandais - Defensores Abatidos,,,,,,Tom CURRY,3ro cuarto,,,,,,,,,,,,0m,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,5297.172826777778,5310.172826777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,5300.034876777778,5310.034876777778,Argentine - Tackles,40,38,,,,,3ro cuarto,Centro,22m - 50m,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,5300.034876777778,5318.963442777778,Argentine - Tackles,40,38,,,,Pablo MATERA,3ro cuarto,Centro,22m - 50m,Negativo,,,,,,,,,,,,,,Tackles altos,Perdida,Defensor en el suelo,De punta,,,,,,,Linea de ventaja perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,5301.213834777778,5311.213834777778,Argentine - Tackles,46,32,,,,,3ro cuarto,Centro,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles altos,Perdida,Defensor en el suelo,De punta,,,,,,,Linea de ventaja perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,5301.8722157777775,5314.8722157777775,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,3ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,5302.868960777778,5326.504820777778,Lions Britanniques et Irlandais - Apoyo en ataque,13,69,Positivo,0 - 3 sec,2,,3ro cuarto,0 - 20m,50m - 22m adv,Positivo,,,,,,,,,5m,,,,,,,,,Positivo,,,,,Apoyo en ataque 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,5303.789417777778,5328.485726777777,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,5304.077934777777,5320.103812777777,Lions Britanniques et Irlandais - Contactos,14,68,Neutro,0 - 3 sec,3,,3ro cuarto,0 - 20m,50m - 22m adv,,,,,,,,,,4m,,,,,,,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,5305.358996777777,5315.358996777777,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,,,,,,,,Simple,Positivo,2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,5306.363967777777,5324.961616777777,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,Neutro,,,,,,,Simple,Positivo,1m,,,,,,,,,,,,,,Apoyo en ataque 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,5308.963442777778,5328.056758777777,Argentine - Tackles,56,32,,,,,3ro cuarto,20m - 0,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles abajo,Linea,Defensor en el suelo,De punta,,,,,,,Linea conservada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,5310.236142777778,5320.236142777778,Argentine - Asistente tackleador,56,32,,,,Justo PICCARDO,3ro cuarto,20m - 0,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles altos,Perdida,Defensor en el suelo y de pie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,5310.236142777778,5321.284755777777,Argentine - Asistente tackleador,56,32,,,,,3ro cuarto,,,Positivo,,,,,,,,,,,,,,Tackles altos,Perdida,Defensor en el suelo y de pie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,5311.103342777778,5339.538854777778,Lions Britanniques et Irlandais - Apoyo en ataque,45,71,Positivo,0 - 3 sec,3,,3ro cuarto,Centro,50m - 22m adv,Positivo,,,,,,,,,0m,,,,,,,,,Positivo,1,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,5311.284755777777,5327.276096777778,Argentine - Disputas,54,31,,,,Justo PICCARDO,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,5312.106049777778,5322.106049777778,Argentine - Disputas,,,,,,,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,5312.603215777777,5347.866031777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,3ro cuarto,,,Positivo,,,,,,,Simple,Positivo,4m,,,,,,,,,,,,,,Apoyo en ataque 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,5317.276096777778,5327.276096777778,Argentine - Disputas,,,,,,,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,5317.639527777777,5330.639527777777,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,3ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,5318.056758777777,5328.056758777777,Argentine - Contraruck,60,29,,,,Rodrigo ISGRO ALASTRA,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,5319.667504777777,5329.667504777777,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,,,,,,,,Simple,Positivo,2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,5320.929773777778,5344.393703777778,Lions Britanniques et Irlandais - Pases,62,81,Positivo,0 - 3 sec,4,,3ro cuarto,20m - 0,22m adv,,,,,,,,Simple,Positivo,1m,,,,,,,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,5321.972169777777,5331.972169777777,Argentine - Tackles,51,32,,,,,3ro cuarto,20m - 0,22m - 50m,Neutro,,,,,,,,,,,,,,Tackles abajo,Avance,Defensor en el suelo,De punta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,5321.972169777777,5349.477592777777,Argentine - Tackles,51,32,,,,Franco MOLINA,3ro cuarto,20m - 0,22m - 50m,Neutro,,,,,,,,,,,,,,Tackles abajo,Avance,Defensor en el suelo,De punta,,,,,,,Linea de ventaja perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,5323.930845777777,5338.930845777777,Lions Britanniques et Irlandais - Defensores Abatidos,,,,,,Marcus SMITH,3ro cuarto,,,,,,,,,,,,0m,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,5327.117631777777,5340.008353777777,Argentine - Tackles,24,30,,,,,3ro cuarto,Centro,22m - 50m,Negativo,,,,,,,,,,,,,,Tackles altos,Perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,5328.058592777777,5338.058592777777,Argentine - Tackles,28,24,,,,,3ro cuarto,Centro,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles altos,Perdida,Defensor en el suelo y de pie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,5329.230715777778,5344.571822777778,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,,,,,,,,Simple,Positivo,1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,5329.402700777777,5346.239759777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,3ro cuarto,,,Neutro,,,,,,,Simple,Positivo,2m,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,5329.706242777778,5342.706242777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,5330.008353777777,5344.247573777777,Argentine - Asistente tackleador,28,24,,,,Juan Martin GONZALEZ SAMSO,3ro cuarto,Centro,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles altos,Perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,5333.219310777778,5343.219310777778,Argentine - Tackles,8,17,,,,,3ro cuarto,0 - 20m,22m,Positivo,,,,,,,,,,,,,,Tackles abajo,Perdida,Defensor en el suelo,De punta,,,,,,,Linea de ventaja perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,5333.312449777777,5349.312449777777,Lions Britanniques et Irlandais - Pelota perdida,45,82,,,,Fin SMITH,3ro cuarto,Centro,22m adv,,,,,,,,,,,,,,,,,,,,,,,,,,Knock on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,5333.312449777777,5349.312449777777,Lions Britanniques et Irlandais - Pelota perdida,45,82,,,,,3ro cuarto,Centro,22m adv,,,,,,,,,,0m,,,,,,,,,Positivo,,,,,,,Knock on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,5334.247573777777,5344.674463777777,Argentine - Asistente tackleador,8,17,,,,,3ro cuarto,,,Positivo,,,,,,,,,,,,,,Tackles altos,Perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,5334.674463777777,5344.674463777777,Argentine - Disputas,8,17,,,,Tomas ALBORNOZ,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,5335.154356777777,5348.154356777777,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,3ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,5336.118718777778,5349.118718777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,3ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,5337.925761777777,5346.655280170469,Lions Britanniques et Irlandais - 22m adv,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,5338.692993777777,5348.692993777777,Argentine - Tackles,21,21,,,,,3ro cuarto,Centro,22m,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,5339.477592777777,5349.477592777777,Argentine - Tackles,24,18,,,,,3ro cuarto,Centro,22m,Positivo,,,,,,,,,,,,,,Tackles altos,Linea,Defensor en el suelo,De punta,,,,,,,Linea conservada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,5346.614816777777,5437.556269777777,Recuperacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,5424.326915777778,5454.326915777778,Lions Britanniques et Irlandais - Free Kicks,45,82,,,,,3ro cuarto,Centro,22m adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,5432.478636777778,5445.221372777778,Argentine - Lanzamiento scrum,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,5432.478636777778,5445.478636777778,Argentine - Scrums,24,18,,,,,3ro cuarto,Centro,22m,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boris WENGER,Julian MONTOYA,Francisco CORIA MARCHETTI,Franco MOLINA,Pedro RUBIOLO,Otro,Ellis GENGE,Ronan KELLEHER,Finlay BEALHAM,Tadhg BEIRNE,Maro ITOJE,,,,,,,,,,,
1627,5437.468636777778,5444.072147777777,Argentine - Posesion,,,,,,,3ro cuarto,,22m,,,Argentine - Scrums,Lions Britanniques et Irlandais - Free Kicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,5437.468636777778,5444.072147777777,Argentine - 22m,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,5437.556269777777,5444.117692029444,Secuencia de juego,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,5444.117692029444,5462.5763187777775,Recuperacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,5456.184716777778,5468.184716777778,Argentine - Kicker,24,18,,,,Santiago CARRERAS,3ro cuarto,Centro,22m,Positivo,,Bras casses,,,Hors terrain gauche,22m - 50m,,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,5456.184716777778,5468.184716777778,Argentine - Kicker,24,18,,,,,3ro cuarto,,,,,,,,,,,,,,,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,5462.5763187777775,5465.611404777777,Secuencia de juego,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,5462.5763187777775,5465.611404777777,Argentine - Posesion,,,,,,,3ro cuarto,,22m,,,,Argentine - Kicker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,5462.5763187777775,5465.611404777777,Argentine - 22m,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,5465.611404777777,5489.133071777778,Recuperacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,5485.700609777778,5495.700609777778,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,5485.700609777778,5503.324083777778,Lions Britanniques et Irlandais - Pases,,,,,,Maro ITOJE,3ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,5486.133071777778,5506.133071777778,Lions Britanniques et Irlandais - Lineouts,71,54,,,,,3ro cuarto,Hors terrain droite,50m - 22m adv,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Delivery de arriba,Ronan KELLEHER,Maro ITOJE,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,5486.133071777778,5521.517729777777,Lions Britanniques et Irlandais - Lanzamiento lineouts,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,5486.681011777777,5503.324083777778,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,5486.999700777778,5502.833286777777,Lions Britanniques et Irlandais - Contactos,27,55,Positivo,0 - 3 sec,4,,3ro cuarto,Centro,50m - 22m adv,,,,,,,,,,0m,,,,,,,,,Positivo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,5486.999700777778,5526.241850777778,Lions Britanniques et Irlandais - Contactos,27,55,,,,Ben EARL,3ro cuarto,Centro,50m - 22m adv,,,,,,,,,,0m,,,,,,,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,5487.036099777777,5517.036099777777,Lions Britanniques et Irlandais - Quiebres,36,59,,,,Ellis GENGE,3ro cuarto,Centro,50m - 22m adv,,,,,,Centro,22m adv,,,30m,,,34,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,5487.036099777777,5517.036099777777,Lions Britanniques et Irlandais - Quiebres,36,59,Positivo,0 - 3 sec,2,,3ro cuarto,Centro,50m - 22m adv,,,,,,Centro,22m adv,,,30m,,,34,88,,,,,Positivo,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,5487.2558557777775,5521.622408777777,Lions Britanniques et Irlandais - Defensores Abatidos,,,,,,Ben EARL,3ro cuarto,,,,,,,,,,,,0m,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,5487.727309777778,5497.727309777778,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,,,,,,,,Simple,Positivo,2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,5487.833286777777,5522.049944777778,Lions Britanniques et Irlandais - Rucks,26,59,Positivo,0 - 3 sec,4,Ben EARL,3ro cuarto,Centro,50m - 22m adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,5488.826128777777,5526.137579777778,Lions Britanniques et Irlandais - Pases,,,,,,,3ro cuarto,,,Neutro,,,,,,,Simple,Positivo,2m,,,,,,,,,,,,,,Apoyo en ataque 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,5489.123071777778,5494.255554777777,Lions Britanniques et Irlandais - 50m - 22m adv,,,,,,,3ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
