ID,start,end,code,coordenadaX,coordenadaY,resultado_rucks,Velocidad de salida de la pelota,numero_de_jugadores_utilizados,jugador,Periodo,lado_de_cancha,zona_de_la_cancha,resultado,type,origine,fin,Kicker,cote_terrain_fin_action,zona_de_la_cancha_fin_de_accion,tipo_de_pase,resultado_pase,metros_recorridos,tipo_de_juego_con_el_pie,disputas,coordenadaXA,coordenadaYA,altura_de_tackles,Eficiencia,Post tackle accion,tipo_de_defensa,resultado_contactos,numero_de_defensores_abatidos,tipo_de_recuperacion,lado_de_cancha2,zona_de_la_cancha2,orden_de_llegada,Eficiencia linea,tipo_de_perdida_pelota,duel_aerien,tipos_de_faltas,origen_del_falta,tipo_de_puntos,resultado_2,tiempo,numero_de_jugadores_en_el_line,tipo_de_lanzamiento,Lanzador,saltador,resultado_saltador,resultado_lanzador,lado_de_cancha2_fin_de_action,origen_del_try,first_half_chrono,second_half_chrono,jugadores_participantes_scrums_1,jugadores_participantes_scrums_2,jugadores_participantes_scrums_3,jugadores_participantes_scrums_4,jugadores_participantes_scrums_5,tipo_de_lanzamiento_scrum,jugadores_participantes_scrums_1_opp,jugadores_participantes_scrums_2_opp,jugadores_participantes_scrums_3_opp,jugadores_participantes_scrums_4_opp,jugadores_participantes_scrums_5_opp,plaquage_dangereux,tipo_de_juego_con_manos,arret_de_volee,50_22,player_out,player_in,tiempo2,Tarjetas,player_out_yellow,player_in_yellow,scrum_reset
259,1197.576312777778,1220.576312777778,Lions Britanniques et Irlandais - Cambio de posesion y contrataque,63,74,,,,Tadhg BEIRNE,1ro cuarto,20m - 0,50m - 22m adv,,,,,,,,,,,,,,,,,,,,,Juego con el pie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1197.8777637777778,1213.8777637777778,Argentine - Juego con el pie,16,9,,,,Gonzalo Jesus GARCIA,1ro cuarto,0 - 20m,22m,Positivo,,,,,0 - 20m,22m - 50m,,,0m,Presion,Contestable et Conteste,5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1197.8777637777778,1213.8777637777778,Argentine - Juego con el pie,16,9,,,,,1ro cuarto,,,Positivo,,,,,,,,,0m,Presion,Contestable et Conteste,5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1201.0855737777779,1232.7289217777777,Lions Britanniques et Irlandais - Contactos,63,74,,,,Tadhg BEIRNE,1ro cuarto,20m - 0,50m - 22m adv,,,,,,,,,,2m,,,,,,,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1202.3052307777778,1227.8240467777778,Lions Britanniques et Irlandais - Rucks,65,73,Positivo,0 - 3 sec,4,Tadhg BEIRNE,1ro cuarto,20m - 0,50m - 22m adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1202.947949777778,1214.947949777778,Argentine - Recepcion en el aire,5,33,,,,Ignacio MENDY,1ro cuarto,,,Negativo,Jeu au pied,offensive,,,,,,,,,,,,,,,,,,,,,,,,Disputa en el aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1202.947949777778,1214.947949777778,Argentine - Recepcion en el aire,,,,,,,1ro cuarto,,,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,Disputa en el aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1203.1143927777778,1215.1143927777778,Lions Britanniques et Irlandais - Recepcion en el aire,66,68,,,,Tommy FREEMAN,1ro cuarto,,,Neutro,Jeu au pied,defensive,,,,,,,,,,,,,,,,,,,,,,,,Disputa en el aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1203.1143927777778,1215.1143927777778,Lions Britanniques et Irlandais - Recepcion en el aire,,,,,,,1ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,Disputa en el aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1204.3187187777778,1234.3187187777778,Lions Britanniques et Irlandais - Quiebres,25,69,,,,Duhan VAN DER MERWE,1ro cuarto,Centro,50m - 22m adv,,,,,,Centro,22m adv,,,20m,,,26,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1204.3187187777778,1234.3187187777778,Lions Britanniques et Irlandais - Quiebres,25,69,Positivo,0 - 3 sec,2,,1ro cuarto,Centro,50m - 22m adv,,,,,,Centro,22m adv,,,20m,,,26,86,,,,,Positivo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1206.2766317777778,1216.2766317777778,Argentine - Tackles,4,28,,,,,1ro cuarto,0 - 20m,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles altos,Avance,Defensor en el suelo,Linea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1206.2766317777778,1232.7597797777778,Argentine - Tackles,4,28,,,,Justo PICCARDO,1ro cuarto,0 - 20m,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles altos,Avance,Defensor en el suelo,Linea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1207.502511777778,1220.502511777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,1ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1207.502511777778,1231.5607577777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,Tom CURRY,1ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1207.5980037777779,1217.5980037777779,Lions Britanniques et Irlandais - Pases,,,,,,,1ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1207.5980037777779,1231.2457127777777,Lions Britanniques et Irlandais - Pases,,,,,,Alex MITCHELL,1ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1208.3134317777779,1221.3134317777779,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,1ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1208.832769777778,1221.832769777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,1ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1210.2837917777779,1228.8715477777778,Lions Britanniques et Irlandais - Pases,,,,,,,1ro cuarto,,,,,,,,,,Simple,Positivo,4m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1210.5663127777777,1221.5061417777779,Lions Britanniques et Irlandais - 50m - 22m adv,,,,,,,1ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1210.5663127777777,1228.4654307777778,Lions Britanniques et Irlandais - Posesion,,,,,,,1ro cuarto,,22m adv,,,Lions Britanniques et Irlandais - Cambio de posesion y contrataque,Lions Britanniques et Irlandais - Pelota perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1212.233196777778,1227.233196777778,Lions Britanniques et Irlandais - Defensores Abatidos,,,,,,Duhan VAN DER MERWE,1ro cuarto,,,,,,,,,,,,0m,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1214.315684777778,1238.876791777778,Argentine - Tackles,46,31,,,,,1ro cuarto,Centro,22m - 50m,Negativo,,,,,,,,,2m,,,,,,,,,Negativo,,Intercepcion,,,,,Juego general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1215.876791777778,1238.876791777778,Argentine - Cambio de posesion y contrataque,69,6,,,,Lucio CINTI LUNA,1ro cuarto,20m - 0,22m,,,,,,,,,,,,,,,,,,,,,Intercepcion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1216.8159007777779,1226.8159007777779,Argentine - Tackles,42,14,,,,,1ro cuarto,Centro,22m,Positivo,,,,,,,,,,,,,,Tackles abajo,Perdida,Defensor en el suelo y de pie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1217.4554307777778,1233.4554307777778,Lions Britanniques et Irlandais - Pelota perdida,3,93,,,,Jac MORGAN,1ro cuarto,0 - 20m,22m adv,,,,,,,,,,,,,,,,,,,,,,,,,,Juego general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1217.4554307777778,1233.4554307777778,Lions Britanniques et Irlandais - Pelota perdida,3,93,,,,,1ro cuarto,0 - 20m,22m adv,,,,,,,,Offload,Negativo,6m,,,,,,,,,Positivo,,,,,,,Juego general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1217.7003607777779,1227.7003607777779,Lions Britanniques et Irlandais - Pases,,,,,,,1ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1218.5607577777778,1231.5607577777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,1ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1218.7113807777778,1228.7113807777778,Argentine - Disputas,45,16,,,,Santiago CARRERAS,1ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1218.7113807777778,1228.7113807777778,Argentine - Disputas,,,,,,,1ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1219.0723007777779,1235.0723007777779,Argentine - Pelota perdida,70,8,,,,Lucio CINTI LUNA,1ro cuarto,20m - 0,22m,,,,,,,,,,,,,,,,,,,,,,,,,,Juego general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1219.6359787777778,1234.6359787777778,Argentine - Contactos,70,8,,,,Lucio CINTI LUNA,1ro cuarto,20m - 0,22m,,,,,,,,,,2m,,,,,,,,,Negativo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1221.486141777778,1228.4654307777778,Lions Britanniques et Irlandais - 22m adv,,,,,,,1ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1222.7597797777778,1232.7597797777778,Argentine - Tackles,69,6,,,,,1ro cuarto,20m - 0,22m,Neutro,,,,,,,,,,,,,,Tackles abajo,Linea,Defensor en el suelo,De punta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1224.3897827777778,1234.3897827777778,Lions Britanniques et Irlandais - Tackles,2,91,,,,Bundee AKI,1ro cuarto,0 - 20m,22m adv,Positivo,,,,,,,,,,,,,,Tackles abajo,Perdida,,,,,,,,,Linea de ventaja perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1224.3897827777778,1234.3897827777778,Lions Britanniques et Irlandais - Tackles,2,91,,,,,1ro cuarto,0 - 20m,22m adv,Positivo,,,,,,,,,,,,,,Tackles abajo,Perdida,,,,,,,,,Linea de ventaja perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1228.8667917777777,1230.0823007777778,Argentine - Posesion,,,,,,,1ro cuarto,,22m,,,Lions Britanniques et Irlandais - Pelota perdida,Argentine - Pelota perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1228.8667917777777,1230.0823007777778,Argentine - 22m,,,,,,,1ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1229.756256777778,1267.3151907777778,Recuperacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1264.3151907777778,1284.3151907777778,Lions Britanniques et Irlandais - Lineouts,0,91,,,,,1ro cuarto,Hors terrain gauche,22m adv,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 + 1,Maul,Luke COWAN-DICKIE,Tadhg BEIRNE,Positivo,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,
301,1264.3151907777778,1290.5218597777778,Lions Britanniques et Irlandais - Lanzamiento lineouts,,,,,,,1ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1267.3051907777779,1290.1895537777777,Lions Britanniques et Irlandais - Posesion,,,,,,,1ro cuarto,,22m adv,,,Lions Britanniques et Irlandais - Lineouts,Lions Britanniques et Irlandais - Pelota perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1267.3051907777779,1290.1895537777777,Lions Britanniques et Irlandais - 22m adv,,,,,,,1ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1267.3151907777778,1290.5218597777778,Secuencia de juego,,,,,,,1ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1277.761867777778,1292.761867777778,Lions Britanniques et Irlandais - Contactos,11,99,,,,Luke COWAN-DICKIE,1ro cuarto,0 - 20m,22m adv,,,,,,,,,,4m,,,,,,,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,1277.761867777778,1294.6304127777778,Lions Britanniques et Irlandais - Contactos,11,99,,,,,1ro cuarto,0 - 20m,22m adv,,,,,,,,,,4m,,,,,,,,,Positivo,,,,,,,Knock on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1278.6304127777778,1294.6304127777778,Lions Britanniques et Irlandais - Pelota perdida,12,100,,,,Luke COWAN-DICKIE,1ro cuarto,0 - 20m,22m adv,,,,,,,,,,,,,,,,,,,,,,,,,,Knock on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1282.623864777778,1292.623864777778,Argentine - Tackles,51,1,,,,Joaquin OVIEDO,1ro cuarto,20m - 0,22m,Positivo,,,,,,,,,,,,,,Tackles altos,Perdida,Defensor en el suelo,De punta,,,,,,,Linea de ventaja perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,1282.623864777778,1292.623864777778,Argentine - Tackles,51,1,,,,,1ro cuarto,20m - 0,22m,Positivo,,,,,,,,,,,,,,Tackles altos,Perdida,Defensor en el suelo,De punta,,,,,,,Linea de ventaja perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1285.497659777778,1295.497659777778,Argentine - Asistente tackleador,51,1,,,,Juan Martin GONZALEZ SAMSO,1ro cuarto,20m - 0,22m,Positivo,,,,,,,,,,,,,,Tackles altos,Perdida,Defensor en el suelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,1285.497659777778,1295.497659777778,Argentine - Asistente tackleador,51,1,,,,,1ro cuarto,,,Positivo,,,,,,,,,,,,,,Tackles altos,Perdida,Defensor en el suelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1290.5218597777778,1425.7042767777777,Recuperacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1423.755982777778,1498.7110727777779,Argentine - Salidas de in-goal,50,0,,,,,1ro cuarto,Centro,In Goal,Neutro,,,,Tomas ALBORNOZ,20m - 0,50m - 22m adv,,,,,,67,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1423.755982777778,1498.7110727777779,Argentine - Salidas de in-goal,50,0,,,,,1ro cuarto,,In Goal,Neutro,,,,,,50m - 22m adv,,,,,,67,51,,,,,,,,Centro,,,,,,,,,,,,,,,,,20m - 0,,,,,,,,,,,,,,,,,,,,,,,,,
315,1424.1367707777779,1436.1367707777779,Lions Britanniques et Irlandais - Recepcion en el aire,4,50,,,,Ben EARL,1ro cuarto,,,Positivo,Renvois ligne de but,defensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1424.1367707777779,1440.3538697777778,Lions Britanniques et Irlandais - Recepcion en el aire,22,58,Positivo,3 - 6 sec,4,,1ro cuarto,Centro,50m - 22m adv,Positivo,,,,,,,,,20m,,,,,,,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1424.2773177777779,1470.5006787777777,Lions Britanniques et Irlandais - Contactos,22,58,,,,Ben EARL,1ro cuarto,Centro,50m - 22m adv,,,,,,,,,,20m,,,,,,,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1425.3538697777778,1450.1991987777778,Lions Britanniques et Irlandais - Rucks,24,60,Positivo,3 - 6 sec,4,Ben EARL,1ro cuarto,Centro,50m - 22m adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1425.7042767777777,1498.7110727777779,Secuencia de juego,,,,,,,1ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1425.7459827777777,1429.925646777778,Argentine - Posesion,,,,,,,1ro cuarto,,22m,,,Argentine - Salidas de in-goal,Lions Britanniques et Irlandais - Recepcion en el aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1425.7459827777777,1429.925646777778,Argentine - 22m,,,,,,,1ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1429.2426907777779,1439.2426907777779,Argentine - Tackles,49,40,,,,,1ro cuarto,Centro,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles abajo,Perdida,Defensor en el suelo y de pie,Linea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1429.2426907777779,1449.0603467777778,Argentine - Tackles,49,40,,,,Julian MONTOYA,1ro cuarto,Centro,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles abajo,Perdida,Defensor en el suelo y de pie,Linea,,,,,,,Linea de ventaja perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1430.126770777778,1432.3337237777778,Lions Britanniques et Irlandais - 22m - 50m,,,,,,,1ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1430.126770777778,1473.5549347777778,Lions Britanniques et Irlandais - Posesion,,,,,,,1ro cuarto,,22m adv,,,Lions Britanniques et Irlandais - Recepcion en el aire,Argentine - Cambio de posesion y contrataque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1430.5409117777779,1440.5409117777779,Argentine - Asistente tackleador,49,40,,,,Gonzalo Jesus GARCIA,1ro cuarto,Centro,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles altos,Linea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,1430.5409117777779,1440.5409117777779,Argentine - Asistente tackleador,49,40,,,,,1ro cuarto,,,Positivo,,,,,,,,,,,,,,Tackles altos,Linea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1430.816610777778,1443.816610777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,1ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,1430.816610777778,1455.1681247777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,Luke COWAN-DICKIE,1ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,1430.9756857777777,1441.4387927777777,Argentine - Disputas,,,,,,,1ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,1430.9756857777777,1450.676757777778,Argentine - Disputas,47,41,,,,Joel SCLAVI,1ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,1431.322466777778,1444.322466777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,1ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1431.4387927777777,1441.4387927777777,Argentine - Contraruck,47,41,,,,Joel SCLAVI,1ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1431.9594497777778,1444.9594497777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,1ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1432.3137237777778,1459.728242777778,Lions Britanniques et Irlandais - 50m - 22m adv,,,,,,,1ro cuarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,1432.4145007777777,1442.4145007777777,Lions Britanniques et Irlandais - Pases,,,,,,,1ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,1432.4145007777777,1471.4733757777778,Lions Britanniques et Irlandais - Pases,,,,,,Alex MITCHELL,1ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1434.1442927777778,1450.1991987777778,Lions Britanniques et Irlandais - Contactos,60,59,Positivo,3 - 6 sec,3,,1ro cuarto,20m - 0,50m - 22m adv,,,,,,,,,,5m,,,,,,,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1434.2524787777777,1444.2524787777777,Lions Britanniques et Irlandais - Pases,,,,,,,1ro cuarto,,,,,,,,,,Simple,Positivo,2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1435.3609077777778,1445.3609077777778,Lions Britanniques et Irlandais - Pases,,,,,,,1ro cuarto,,,,,,,,,,Simple,Positivo,2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1436.4751967777777,1453.4987997777778,Lions Britanniques et Irlandais - Pases,,,,,,,1ro cuarto,,,Positivo,,,,,,,Simple,Positivo,3m,,,,,,,,,,,,,,Apoyo en ataque 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1439.0603467777778,1449.0603467777778,Argentine - Tackles,15,38,,,,,1ro cuarto,0 - 20m,22m - 50m,Positivo,,,,,,,,,,,,,,Tackles abajo,Perdida,Defensor en el suelo,De punta,,,,,,,Linea de ventaja perdida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1440.676757777778,1450.676757777778,Argentine - Disputas,,,,,,,1ro cuarto,,,Neutro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,1442.1681247777778,1455.1681247777778,Lions Britanniques et Irlandais - Apoyo en ataque,,,,,,,1ro cuarto,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,Apoyo en ataque 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,1442.3383097777778,1472.3383097777778,Lions Britanniques et Irlandais - Quiebres,3,64,,,,,1ro cuarto,0 - 20m,50m - 22m adv,,,,,,0 - 20m,50m - 22m adv,Offload,Positivo,10m,,,7,74,,,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,1442.3383097777778,1474.7182427777777,Lions Britanniques et Irlandais - Quiebres,3,64,,,,Duhan VAN DER MERWE,1ro cuarto,0 - 20m,50m - 22m adv,,,,,,0 - 20m,50m - 22m adv,,,10m,,,7,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,1443.426354777778,1453.426354777778,Lions Britanniques et Irlandais - Pases,,,,,,,1ro cuarto,,,,,,,,,,Simple,Positivo,0m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,1444.5412307777779,1454.5412307777779,Lions Britanniques et Irlandais - Pases,,,,,,,1ro cuarto,,,,,,,,,,Simple,Positivo,3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1444.7182427777777,1474.7182427777777,Lions Britanniques et Irlandais - Quiebres,2,79,Positivo,0 - 3 sec,3,,1ro cuarto,0 - 20m,22m adv,,,,,,0 - 20m,22m adv,Simple,Positivo,10m,,,7,90,,,,,Positivo,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,1445.3798497777777,1460.3798497777777,Lions Britanniques et Irlandais - Contactos,26,57,,,,,1ro cuarto,Centro,50m - 22m adv,,,,,,,,Offload,Positivo,3m,,,,,,,,,Positivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1445.5476717777779,1455.5476717777779,Lions Britanniques et Irlandais - Pases,,,,,,,1ro cuarto,,,,,,,,,,Simple,Positivo,2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
